NO_PAI,NO,Abertura,PER,PROB
0,1,1,1,1.0
1,2,0,2,0.333
2,3,0,3,0.333
3,4,0,4,0.333
3,5,1,4,0.333
3,6,2,4,0.333
2,7,1,3,0.333
7,8,0,4,0.333
7,9,1,4,0.333
7,10,2,4,0.333
2,11,2,3,0.333
11,12,0,4,0.333
11,13,1,4,0.333
11,14,2,4,0.333
1,15,1,2,0.333
15,16,0,3,0.333
16,17,0,4,0.333
16,18,1,4,0.333
16,19,2,4,0.333
15,20,1,3,0.333
20,21,0,4,0.333
20,22,1,4,0.333
20,23,2,4,0.333
15,24,2,3,0.333
24,25,0,4,0.333
24,26,1,4,0.333
24,27,2,4,0.333
1,28,2,2,0.333
28,29,0,3,0.333
29,30,0,4,0.333
29,31,1,4,0.333
29,32,2,4,0.333
28,33,1,3,0.333
33,34,0,4,0.333
33,35,1,4,0.333
33,36,2,4,0.333
28,37,2,3,0.333
37,38,0,4,0.333
37,39,1,4,0.333
37,40,2,4,0.333
