TIPO,CASO,FALHA,EST,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKSimetrico,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,22.0,32.22
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGas,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,fail_mean,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,3.0,0.76
avaliaArvores/A_125_2_2_Teste,BKSimetrico,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,78.0,79.52
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGas,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,fail_mean,2,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_125_2_2_Teste,BKSimetrico,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,3.0,3.85
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,10.0,14.44
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,16.0,21.85
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,23.0,33.2
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,12.0,21.15
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProbQuad,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,21.0,22.74
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinear,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,10.0,15.54
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoLinearQuad,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,14.08
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoPacote,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,8.0,13.17
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProb,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,5.0,12.66
avaliaArvores/A_125_2_2_Teste,KMeansSimetricoProbQuad,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,11.0,21.57
avaliaArvores/A_125_2_2_Teste,NeuralGas,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,14.67
avaliaArvores/A_125_2_2_Teste,NeuralGasSimetrico,fail_variance,3,FALHOU_AO_MENOS_UMTESTE,41.0,50.16
avaliaArvores/A_125_2_2_Teste,BKAssimetrico,fail_variance,2,FALHOU_AO_MENOS_UMTESTE,5.0,2.89
avaliaArvores/A_125_2_2_Teste,BKSimetrico,fail_variance,2,FALHOU_AO_MENOS_UMTESTE,56.99999999999999,55.54
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinear,fail_variance,2,FALHOU_AO_MENOS_UMTESTE,20.0,17.18
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoLinearQuad,fail_variance,2,FALHOU_AO_MENOS_UMTESTE,26.0,23.5
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoPacote,fail_variance,2,FALHOU_AO_MENOS_UMTESTE,34.0,23.27
avaliaArvores/A_125_2_2_Teste,KMeansAssimetricoProb,fail_variance,2,FALHOU_AO_MENOS_UMTESTE,24.0,22.99
