TIPO,CASO,FALHA,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,3.0,0.2
avaliaArvores/A_50_5_2_Teste,BKSimetrico,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,44.0,36.48
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,NeuralGas,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,13.0,19.32
avaliaArvores/A_50_5_2_Teste,BKSimetrico,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,26.0,19.7
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,10.0,26.5
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,11.0,25.58
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,25.0,40.72
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,6.0,14.25
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,12.0,25.25
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,6.0,12.91
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,13.53
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,5.0,12.65
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,13.54
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,6.0,12.91
avaliaArvores/A_50_5_2_Teste,NeuralGas,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,28.36
