TIPO,CASO,FALHA,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,fail_mean,FALHOU_AO_MENOS_UMTESTE,31.0,23.28
avaliaArvores/A_50_5_2_Teste,BKSimetrico,fail_mean,FALHOU_AO_MENOS_UMTESTE,87.0,81.91
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,NeuralGas,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,fail_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,fail_variance,FALHOU_AO_MENOS_UMTESTE,33.0,36.78
avaliaArvores/A_50_5_2_Teste,BKSimetrico,fail_variance,FALHOU_AO_MENOS_UMTESTE,78.0,83.05
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,fail_variance,FALHOU_AO_MENOS_UMTESTE,69.0,66.39
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,fail_variance,FALHOU_AO_MENOS_UMTESTE,66.0,48.96
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,fail_variance,FALHOU_AO_MENOS_UMTESTE,74.0,57.96
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,fail_variance,FALHOU_AO_MENOS_UMTESTE,64.0,43.74
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,fail_variance,FALHOU_AO_MENOS_UMTESTE,64.0,46.01
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,fail_variance,FALHOU_AO_MENOS_UMTESTE,82.0,71.52
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,fail_variance,FALHOU_AO_MENOS_UMTESTE,80.0,66.63
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,fail_variance,FALHOU_AO_MENOS_UMTESTE,80.0,66.81
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,fail_variance,FALHOU_AO_MENOS_UMTESTE,82.0,67.12
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,fail_variance,FALHOU_AO_MENOS_UMTESTE,78.0,69.59
avaliaArvores/A_50_5_2_Teste,NeuralGas,fail_variance,FALHOU_AO_MENOS_UMTESTE,67.0,48.16
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,fail_variance,FALHOU_AO_MENOS_UMTESTE,98.0,99.75
avaliaArvores/A_50_5_2_Teste,BKAssimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_50_5_2_Teste,BKSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,24.0,30.27
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,33.0,10.17
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,24.0,4.62
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,16.0,2.43
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,10.0,1.18
avaliaArvores/A_50_5_2_Teste,KMeansAssimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,23.0,6.42
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinear,distribution,FALHOU_AO_MENOS_UMTESTE,37.0,23.07
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoLinearQuad,distribution,FALHOU_AO_MENOS_UMTESTE,33.0,8.14
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoPacote,distribution,FALHOU_AO_MENOS_UMTESTE,37.0,22.18
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProb,distribution,FALHOU_AO_MENOS_UMTESTE,35.0,18.49
avaliaArvores/A_50_5_2_Teste,KMeansSimetricoProbQuad,distribution,FALHOU_AO_MENOS_UMTESTE,28.000000000000004,16.12
avaliaArvores/A_50_5_2_Teste,NeuralGas,distribution,FALHOU_AO_MENOS_UMTESTE,19.0,4.5
avaliaArvores/A_50_5_2_Teste,NeuralGasSimetrico,distribution,FALHOU_AO_MENOS_UMTESTE,50.0,26.37
