NO_PAI,NO,Abertura,PER,PROB
0,1,1,1,1.0
9,4,1,4,0.3333333
9,7,2,4,0.3333333
26,9,3,3,0.3333333
9,10,3,4,0.3333333
18,13,4,4,0.3333333
18,16,5,4,0.3333333
26,18,6,3,0.3333333
18,19,6,4,0.3333333
27,22,7,4,0.3333333
27,25,8,4,0.3333333
1,26,9,2,0.333
26,27,9,3,0.3333333
27,28,9,4,0.3333333
36,31,10,4,0.3333333
36,34,11,4,0.3333333
53,36,12,3,0.3333333
36,37,12,4,0.3333333
45,40,13,4,0.3333333
45,43,14,4,0.3333333
53,45,15,3,0.3333333
45,46,15,4,0.3333333
54,52,17,4,0.3333333
1,53,18,2,0.333
53,54,18,3,0.3333333
54,55,18,4,0.6666667
60,58,19,4,0.5
68,60,20,3,0.5
60,61,20,4,0.5
68,63,21,3,0.25
63,64,21,4,1.0
1,68,23,2,0.148
68,69,23,3,0.25
69,70,23,4,1.0
1,71,24,2,0.074
71,72,24,3,1.0
72,73,24,4,1.0
1,77,26,2,0.037
77,78,26,3,1.0
78,79,26,4,1.0
1,80,27,2,0.074
80,81,27,3,1.0
81,82,27,4,1.0
