NOME_UHE,NO,VAZAO
1,1,0
1,2,94
1,3,159
1,4,108
1,5,95
1,6,164
1,7,108
1,8,95
1,9,158
1,10,100
1,11,92
1,12,141
1,13,98
1,14,88
1,15,131
1,16,88
1,17,101
1,18,148
1,19,99
1,20,102
1,21,173
1,22,108
1,23,86
1,24,132
1,25,85
1,26,97
1,27,165
1,28,111
1,29,96
1,30,160
1,31,106
1,32,98
1,33,161
1,34,110
1,35,98
1,36,164
1,37,111
1,38,90
1,39,145
1,40,101
1,41,92
1,42,146
1,43,100
1,44,101
1,45,169
1,46,110
1,47,90
1,48,167
1,49,100
1,50,102
1,51,171
1,52,107
1,53,97
1,54,169
1,55,110
1,56,93
1,57,150
1,58,105
1,59,101
1,60,147
1,61,98
1,62,86
1,63,132
1,64,94
1,65,86
1,66,136
1,67,84
1,68,87
1,69,133
1,70,95
1,71,89
1,72,132
1,73,91
1,74,92
1,75,141
1,76,96
1,77,91
1,78,147
1,79,103
1,80,100
1,81,169
1,82,109
1,83,95
1,84,144
1,85,99
1,86,88
1,87,131
1,88,91
1,89,98
1,90,145
1,91,93
1,92,93
1,93,151
1,94,103
1,95,93
1,96,151
1,97,92
1,98,90
1,99,142
1,100,100
1,101,91
1,102,158
1,103,94
1,104,99
1,105,155
1,106,103
1,107,94
1,108,169
1,109,105
1,110,97
1,111,163
1,112,104
1,113,99
1,114,147
1,115,95
1,116,86
1,117,142
1,118,88
1,119,99
1,120,143
1,121,95
1,122,92
1,123,166
1,124,100
1,125,94
1,126,160
1,127,107
1,128,99
1,129,152
1,130,97
1,131,95
1,132,145
1,133,95
1,134,94
1,135,142
1,136,91
1,137,100
1,138,151
1,139,100
1,140,87
1,141,135
1,142,84
1,143,93
1,144,158
1,145,108
1,146,96
1,147,171
1,148,106
1,149,87
1,150,140
1,151,86
1,152,97
1,153,165
1,154,106
1,155,94
1,156,164
1,157,105
1,158,89
1,159,139
1,160,85
1,161,97
1,162,171
1,163,107
1,164,95
1,165,161
1,166,103
1,167,91
1,168,166
1,169,102
1,170,90
1,171,134
1,172,93
1,173,91
1,174,133
1,175,90
1,176,87
1,177,153
1,178,91
1,179,92
1,180,163
1,181,101
1,182,98
1,183,144
1,184,92
1,185,85
1,186,125
1,187,84
1,188,86
1,189,141
1,190,87
1,191,91
1,192,167
1,193,100
1,194,94
1,195,169
1,196,106
1,197,96
1,198,156
1,199,108
1,200,87
1,201,155
1,202,92
1,203,97
1,204,164
1,205,105
1,206,88
1,207,139
1,208,84
1,209,86
1,210,159
1,211,97
1,212,93
1,213,152
1,214,97
1,215,88
1,216,140
1,217,85
1,218,92
1,219,165
1,220,102
1,221,85
1,222,130
1,223,85
1,224,96
1,225,145
1,226,92
1,227,89
1,228,143
1,229,86
1,230,94
1,231,152
1,232,103
1,233,88
1,234,149
1,235,89
1,236,97
1,237,152
1,238,97
1,239,86
1,240,156
1,241,94
1,242,88
1,243,151
1,244,90
1,245,95
1,246,138
1,247,90
1,248,92
1,249,153
1,250,105
1,251,94
1,252,136
1,253,93
1,254,90
1,255,138
1,256,87
1,257,85
1,258,147
1,259,91
1,260,96
1,261,145
1,262,91
1,263,89
1,264,146
1,265,87
1,266,90
1,267,153
1,268,91
1,269,86
1,270,159
1,271,95
1,272,87
1,273,159
1,274,99
1,275,93
1,276,136
1,277,92
1,278,85
1,279,127
1,280,84
1,281,101
1,282,148
1,283,98
1,284,93
1,285,151
1,286,105
1,287,94
1,288,146
1,289,93
1,290,100
1,291,163
1,292,102
1,293,88
1,294,160
1,295,100
1,296,100
1,297,170
1,298,109
1,299,100
1,300,148
1,301,97
1,302,193
1,303,172
1,304,182
1,305,188
1,306,178
1,307,195
1,308,185
1,309,169
1,310,192
1,311,193
1,312,165
1,313,177
1,314,172
1,315,147
1,316,164
1,317,174
1,318,162
1,319,172
1,320,178
1,321,179
1,322,175
1,323,166
1,324,150
1,325,166
1,326,194
1,327,165
1,328,171
1,329,189
1,330,175
1,331,195
1,332,195
1,333,156
1,334,175
1,335,195
1,336,161
1,337,172
1,338,194
1,339,165
1,340,180
1,341,194
1,342,169
1,343,181
1,344,194
1,345,152
1,346,166
1,347,173
1,348,177
1,349,186
1,350,180
1,351,174
1,352,163
1,353,187
1,354,177
1,355,185
1,356,194
1,357,155
1,358,179
1,359,171
1,360,159
1,361,165
1,362,188
1,363,152
1,364,175
1,365,166
1,366,158
1,367,170
1,368,188
1,369,152
1,370,175
1,371,180
1,372,149
1,373,167
1,374,189
1,375,157
1,376,176
1,377,193
1,378,152
1,379,178
1,380,191
1,381,151
1,382,162
1,383,191
1,384,166
1,385,176
1,386,182
1,387,150
1,388,168
1,389,173
1,390,163
1,391,181
1,392,194
1,393,153
1,394,176
1,395,167
1,396,177
1,397,170
1,398,193
1,399,160
1,400,178
1,401,167
1,402,179
1,403,176
1,404,186
1,405,169
1,406,188
1,407,178
1,408,179
1,409,195
1,410,179
1,411,162
1,412,152
1,413,175
1,414,164
1,415,182
