TIPO,CASO,FALHA,TESTE,NPOSTOS,PERC.ENA
avaliaArvores/A_25_10_2_Teste,BKAssimetrico,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,3.0,0.2
avaliaArvores/A_25_10_2_Teste,BKSimetrico,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,28.000000000000004,25.76
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinear,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinearQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoPacote,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProb,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProbQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinear,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinearQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoPacote,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProb,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoProbQuad,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,NeuralGas,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,NeuralGasSimetrico,hypotesis_mean,FALHOU_AO_MENOS_UMTESTE,0.0,0.0
avaliaArvores/A_25_10_2_Teste,BKAssimetrico,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,5.0,8.64
avaliaArvores/A_25_10_2_Teste,BKSimetrico,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,22.0,16.49
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinear,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,22.9
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoLinearQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,10.0,23.18
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoPacote,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,23.0,34.89
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProb,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,14.000000000000002,29.92
avaliaArvores/A_25_10_2_Teste,KMeansAssimetricoProbQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,7.000000000000001,22.02
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinear,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,6.0,12.91
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoLinearQuad,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,5.0,12.65
avaliaArvores/A_25_10_2_Teste,KMeansSimetricoPacote,hypotesis_variance,FALHOU_AO_MENOS_UMTESTE,5.0,12.91
